p_name|p_bookID|p_authname|p_date
Nonpareil Books|1439|Giorgio De Santillana/Hertha Von Dechend|3/24/2015
Harvard University Press|1440|Thucydides/C.F. Smith|1/1/1919
Hackett Publishing Company  Inc.|1441|Thucydides/Paul Woodruff|10/1/1993
Harvard University Press|1444|Thucydides/C.F. Smith|1/1/1921
Hackett Publishing Company  Inc.|1445|Thucydides/Steven Lattimore|6/1/1998
W. W. Norton & Company|1449|Thucydides/Jennifer Tolbert Roberts/Walter Blanco|7/17/1998
Harvard University Press|1459|Thucydides/C.F. Smith|1/1/1923
Bryn Mawr Commentaries|1461|Cynthia W. Shelmerdine|1/30/1989
University of Chicago Press|1462|Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone|2/15/1955
University of Chicago Press|1463|Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith|1/15/1969
University of Chicago Press|1465|Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker|11/15/1968
New York Review of Books|1466|Anne Carson/Euripides|8/1/2006
Bantam Classics|1467|Euripides/Moses Hadas/John Maclean|8/1/1990
University of Chicago Press|1468|Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts|1/15/1992
University of Chicago Press|1470|Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith|4/15/2002
Penguin Books|1473|Euripides/John Davie/Richard Rutherford|3/27/2003
Loeb Classical Library|1474|Euripides/David Kovacs|1/1/1994
Cambridge University Press|1475|Euripides/Donald J. Mastronarde|9/16/2002
Penguin Classics|1476|Euripides/John Davie/Richard Rutherford|1/26/2006
Oxford University Press  USA|1479|Euripides/Reginald Gibbons/Peter H. Burian|2/22/2001
Bloomsbury Methuen Drama|1480|Euripides/David Thompson/J. Michael Walton|11/9/2000
Dover Publications|1486|Euripides|7/17/2002
W. W. Norton  Company|1488|Wole Soyinka|7/17/2004
Oxford University Press|1489|Euripides/James Morwood/Robin Waterfield|12/20/2001
Loeb Classical Library|1491|Euripides/David Kovacs|2/15/1995
Oxford University Press  USA|1494|Euripides/William Arrowsmith|2/1/1990
Loeb Classical Library|1495|Euripides/David Kovacs|9/1/1998
Oxford University Press  USA|1499|Euripides/Georgia Ann Machemer/Michael   Collier|8/10/2006
Bristol Classical Press|1504|William Allan|10/31/2002
Cliffs Notes|1506|Robert J. Milch|9/13/1965
Loeb Classical Library|1509|Euripides/David Kovacs|12/1/1999
Loeb Classical Library|1510|Euripides/David Kovacs|6/15/2002
Bristol Classical Press|1511|Euripides/Pantelis Michelakis|3/9/2006
University of Chicago Press|1515|Euripides/David Grene/Richmond Lattimore|8/1/1992
University of Chicago Press|1516|Aeschylus/David Grene/Richmond Lattimore|5/15/1969
University of Chicago Press|1517|Aeschylus/David Grene/Richmond Lattimore/Seth Benardete|2/1/1992
Oxford University Press  USA|1518|Aeschylus/Alan Shapiro/Peter H. Burian|10/7/2004
Penguin Classics|1519|Aeschylus/Robert Fagles/William Bedell Stanford|2/7/1984
Hackett Publishing Company  Inc.|1521|Aeschylus/Peter Meineck/Helene P. Foley|9/15/1998
Penguin Books|1523|Aeschylus/Philip Vellacott|8/30/1961
Farrar  Straus and Giroux|1525|Aeschylus/Ted Hughes|9/4/2004
University of Pennsylvania Press|1526|Aeschylus/David R. Slavitt/Smith Palmer Bovie|11/1/1997
University of Chicago Press|1527|Aeschylus/Richmond Lattimore/David Grene|8/1/1992
Cambridge University Press|1529|Simon Goldhill|1/22/2004
Everyman's Library|1530|Aeschylus/George Thomson/Richard Seaford|1/20/2004
University of Pennsylvania Press|1531|Aeschylus/David R. Slavitt/Smith Palmer Bovie|1/1/1998
Dover Publications|1532|Aeschylus/E.D.A. Morshead|9/24/1996
Kessinger Publishing|1533|Aeschylus/E.D.A. Morshead|6/17/2004
University of Chicago Press|1536|Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson|5/15/1969
Plume|1537|Sophocles/Paul Roche|5/1/1996
New American Library|1538|Sophocles/Paul Roche|3/1/2001
Mariner Books|1540|Sophocles/Robert Fitzgerald/Dudley Fitts|11/1/2002
Penguin Books|1542|Sophocles/Robert Fagles/Bernard Knox|1/3/2000
Hackett Publishing Company  Inc.|1546|Sophocles/Peter Meineck/Paul Woodruff|3/15/2003
Alfred A. Knopf|1547|Sophocles/David Grene/Charles Segal|10/18/1994
Penguin|1548|Sophocles/E.F. Watling|4/30/1953
Oxford University Press|1549|Sophocles/Edith Hall/H.D.F. Kitto|9/17/1998
Prestwick House - (Literary Touchstone Classic)|1554|Sophocles/J.E. Thomas|6/22/2006
Signet Books (NY)|1555|Sophocles/Paul Roche|9/1/1958
Cambridge University Press|1558|Sophocles/Roger D. Dawe|8/1/2006
Simon  Schuster|1559|Sophocles/Bernard Knox/Cynthia Brantley Johnson|7/1/2005
Plume|1560|Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker|11/1/1984
Routledge|1561|Aristophanes/Jeffrey Henderson|8/27/1996
Bantam Classics|1562|Aristophanes/Moses Hadas|3/1/1984
University of Pennsylvania Press|1563|Aristophanes/David R. Slavitt|1/29/1998
Hackett Publishing Company  Inc.|1566|Aristophanes/Peter Meineck|9/15/1998
Penguin Classics|1567|Aristophanes/Alan H. Sommerstein|1/30/2003
Focus Publishing/R. Pullins Company|1568|Aristophanes/Jeffrey Henderson|5/1/2003
Oxford University Press  USA|1571|Aristophanes/Kenneth James Dover|12/15/1969
Loeb Classical Library/Harvard University Press|1572|Aristophanes/Jeffrey Henderson|12/15/1998
Penguin Books|1576|Aristophanes/David B. Barrett|2/28/1964
Harcourt|1577|Aristophanes/Dudley Fitts|1/6/2003
Harvard University Press|1579|Aristophanes/Jeffrey Henderson|5/1/2002
Cliffs Notes|1584|W. John Campbell|12/29/1983
Oxford University Press|1585|Douglas M. MacDowell|10/1/1995
Signet|1586|Aristophanes/Douglass Parker|2/1/1970
Oxford University Press  USA|1590|Aristophanes/S. Douglas Olson|2/25/1999
Hackett Publishing Company  Inc.|1591|Aristophanes/Sarah Ruden|3/1/2003
Penguin Classics|1592|Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett|7/27/1978
Cambridge University Press|1595|Andrea Wilson Nightingale|4/13/2000
Vintage|1618|Mark Haddon|5/18/2004
Little Brown and Company|1620|George Pelecanos|8/8/2006
Simon Schuster|1625|William Shakespeare|7/1/2004
Scribner|1627|Annie Proulx|12/2/2005
Penguin Books|1633|David    Allen|12/31/2002
Berrett-Koehler Publishers|1634|Geoffrey M. Bellman|8/27/2001
Anagrama|1642|Ricardo Piglia|6/1/2001
Anagrama|1643|Ricardo Piglia|7/15/2009
Granta UK|1645|Ricardo Piglia/Amanda Hopkinson|8/1/2004
Anagrama|1646|Ricardo Piglia|3/1/2008
Anagrama|1654|Ricardo Piglia|7/1/2005
Longman Publishing Group|1658|Karen  O'Connor/Larry J. Sabato|3/11/2005
Longman Publishing Group|1664|Karen  O'Connor/Larry J. Sabato|7/29/2005
Seix Barral|1667|Ernesto Sabato|7/1/2003
New City Press|1681|Augustine of Hippo/John E. Rotelle/Maria Boulding|12/1/2002
Random House|1684|Augustine of Hippo/Thomas Merton/Marcus Dods|9/12/2000
New City Press|1685|Augustine of Hippo/Bruce Harbert/John E. Rotelle|10/1/1999
University of California Press|1686|Peter R.L. Brown|11/24/2000
Library of Liberal Arts/Bobb-Merrill (Indianapolis  IN)|1693|Augustine of Hippo/D.W. Robertson Jr.|1/11/1958
Hackett Publ. Co Inc|1698|Augustine of Hippo/Peter R.L. Brown/Frank Sheed|1/1/1993
Penguin Books|1702|Garry Wills|8/30/2005
Oxford University Press  USA|1703|Henry Chadwick|6/7/2001
New City Press|1707|Augustine of Hippo/Boniface Ramsey/Edmund Hill|5/1/2004
Ecco Press|1709|Anthony Bourdain|5/1/2001
Santillana USA Publishing Company|1710|Anthony Bourdain|2/1/2003
Harcourt Brace|1713|Ovid/Allen Mandelbaum|4/15/1995
Penguin|1715|Ovid/David Raeburn/Denis Feeney|8/3/2004
W. W. Norton  Company|1718|Ovid/Bernard Knox/Charles    Martin|11/17/2003
University of Oklahoma Press|1720|Ovid/William Scovil Anderson|1/15/1998
University of Oklahoma Press|1721|Ovid/William Scovil Anderson|1/15/1978
Wayne State University Press|1722|Norma Goldman/Jacob E. Nyenhuis|9/1/1982
Harvard University Press|1725|Ovid/J.H. Mozley/G.P. Goold|1/1/1929
University of California Press|1728|Ovid/Peter Green|1/18/2005
Harvard University Press|1729|Ovid/Frank Justus Miller|1/1/1985
Harvard University Press|1730|Ovid/Frank Justus Miller|1/1/1977
Wayne State University Press|1731|Norma Goldman/Michael  Rossi|7/1/1995
University of Oklahoma Press|1744|Michael C.J. Putnam|11/15/1979
Princeton University Press|1750|Charles Segal|11/16/1997
Oxford University Press|1752|Sophocles/Reginald Gibbons/Charles Segal|9/1/2007
Oxford University Press  USA|1761|Sophocles/Reginald Gibbons/Charles Segal|6/5/2003
Prentice Hall|1771|Richard Johnsonbaugh/Martin Kalin|8/13/1999
Everyman|1796|Homer/Robert Fitzgerald|3/19/1992
University of Chicago Press|1800|Simon Goldhill|11/1/2005
Cambridge University Press|1801|Simon Goldhill|8/5/1986
Cambridge University Press|1804|Simon Goldhill|4/4/2002
Cambridge University Press|1805|Simon Goldhill|1/26/1995
Tarcher|1814|Daniel Pinchbeck|5/4/2006
Three Rivers Press (CA)|1815|Daniel Pinchbeck/Lee Fukui|8/12/2003
Simon  Schuster|1823|Jon Ronson|1/7/2003
Simon  Schuster|1824|Jon Ronson|4/10/2006
W.W. Norton|1839|Jared Diamond|7/11/2005
North Point Press|1843|Daniel Duane|4/10/1997
Anchor Books|1845|Jon Krakauer|1/20/1997
Thomas Nelson|1846|John Eldredge|4/1/2001
Simon  Schuster|1848|Jung Chang|8/12/2003
Warner Books (NY)|1849|Nelson DeMille|11/6/2006
Jove|1850|Catherine Coulter|7/25/2006
Scholastic|1852|Jack London/Avi|1/1/2001
Alfred A. Knopf Books for Young Readers|1853|Judy Sierra/Marc Brown|8/10/2004
Libraries Unlimited|1856|Charles P. Rubenstein|12/1/2006
Owl Books (Henry Holt)|1869|Barbara Ehrenreich|5/1/2002
Pantheon Books (NY)|1877|Michel Foucault/Robert Hurley|10/1/1978
Penguin|1879|Michel Foucault/Robert Hurley|10/29/1998
Penguin|1883|Michel Foucault/Robert Hurley|7/30/1998
Penguin Books Ltd|1887|Sue Birtwistle/Sue Conklin/Susie Conklin|9/7/1995
Oxford University Press|1888|Jane Austen|2/11/2004
Penguin Books|1889|Jane Austen/Vivien Jones|9/1/2005
Dover Publications|1891|Jane Austen/George Saintsbury/Hugh  Thomson|5/5/2005
Barnes  Noble Classics|1893|Jane Austen/Carol Howard|9/20/2004
Anchor Books|1894|Jon Krakauer|7/10/2003
Villard|1896|David  Roberts/Jon Krakauer|10/6/1998
Anchor Books|1898|Jon Krakauer|10/19/1999
Modern Library|1902|Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов|9/4/2001
Farrar  Straus and Giroux (NY)|1911|Thomas L. Friedman|4/18/2006
Planeta Publishing|1914|Thomas L. Friedman|1/1/2006
Mountaineers Books|1925|David McClung/Peter Schaerer|10/12/2006
Scholastic|1931|Arthur J. Roth|1/1/1989
Signet Classics|1934|Louisa May Alcott|4/6/2004
Sterling|1935|Louisa May Alcott/Scott McKowen|10/1/2004
Scholastic Paperbacks|1936|Louisa May Alcott/Paula Danziger|1/1/2000
Gramercy Books|1937|Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill|9/3/2002
Library of America|1946|Louisa May Alcott/Elaine Showalter|2/17/2005
Collector's Library|1947|Louisa May Alcott|2/1/2004
Simon  Schuster|1955|Charles Dickens/Keith Cox/Cynthia Brantley Johnson|5/1/2004
Barnes & Noble Classics|1957|Charles Dickens/Gillen D'Arcy Wood|7/25/2004
Spark Publishing|1958|SparkNotes|1/10/2002
Barnes  Noble Classics|1959|Charles Dickens/Gillen D'Arcy Wood|12/1/2003
Everyman's Library|1960|Charles Dickens/Simon Schama|3/18/1993
Simon  Schuster|1972|James B. Stewart|9/1/1992
Egmont Books Ltd|1976|Julia Golding|1/31/2007
Gramercy|1982|Charles Dickens|10/2/1993
Modern Library|1984|Charles Dickens/Mary Gaitskill/Hablot Knight Browne|7/9/2002
Signet|1985|Charles Dickens/Gish Jen|2/7/2006
Touchstone|1987|Daniel Pool|4/21/1994
Viking|1988|Jane Smiley|5/13/2002
Penguin Classics|1990|Charles Dickens/Patricia Ingham/Hablot Knight Browne|11/25/1999
Basic Books|1991|Jared Diamond|9/25/1998
HarperCollins Publishers|1993|Jared Diamond|1/1/1992
Lerner Publications|1999|Colleen Sexton|9/1/2005
Arthur A. Levine|2002|J.K. Rowling|11/1/2001
Bloomsbury Academic|2004|Philip Nel|9/26/2001
Bloomsbury Publishing|2005|J.K. Rowling|6/23/2006
Tor Books|2010|Frank Herbert|9/16/2002
Tor Books|2011|Frank Herbert|9/16/2002
Tor Books|2015|Frank Herbert|9/16/2002
Bloomsbury Methuen Drama|2019|Sean O'Brien|7/22/2002
Digireads.com|2022|Aristophanes/B.B. Rogers|1/1/2005
OUP Oxford|2025|Aristophanes/Jeffrey Henderson|6/21/1990
Cambridge University Press|2026|Radcliffe G. Edmonds III|11/18/2004
Prometheus Books|2028|Aristophanes/Robert Mayhew|4/1/1997
Oxford University Press  USA|2034|Aristophanes/F.W. Hall/W.M. Geldart|2/22/1922
Bristol Classical Press|2043|Paul Anthony Cartledge|6/1/1991
Library of America|2045|Raymond Chandler/Frank MacShane|10/1/1995
Library of America|2046|Raymond Chandler/Frank MacShane|10/1/1995
Everyman's Library|2048|Raymond Chandler/Tom Hiney|10/15/2002
Vintage Crime/Black Lizard|2049|Raymond Chandler|8/12/1992
Vintage Crime/Black Lizard|2051|Raymond Chandler|9/12/1988
Vintage Crime|2052|Raymond Chandler|7/12/1988
Vintage Crime/Black Lizard|2054|Raymond Chandler|8/12/1988
Random House Trade Paperbacks|2056|Paul Murray|9/13/2005
Plume Books|2057|Patti   Davis|10/1/2005
VIZ Media LLC|2058|Masaki Yamada/Yuji Oniki/Carl Gustav Horn|10/11/2005
BBC Worldwide|2059|Raymond Chandler|9/20/2004
Viking Books|2067|Daniel C. Dennett|2/24/2006
Simon  Schuster|2068|Daniel C. Dennett|6/12/1996
Penguin|2071|Daniel C. Dennett|1/27/2004
MIT Press|2072|Daniel C. Dennett|7/13/1981
Basic Books|2074|Daniel C. Dennett|6/12/1997
Copernicus Books|2077|Nicholas Humphrey/Daniel C. Dennett|6/4/1999
MIT Press|2078|Daniel C. Dennett|11/21/1984
Bantam Books|2081|Douglas R. Hofstadter/Daniel C. Dennett|4/1/1985
Bantam Books|2093|Stephen Hawking|11/1/1996
Bantam|2094|Stephen Hawking/Leonard Mlodinow|9/27/2005
Bantam|2095|Stephen Hawking|11/6/2001
Running Press Book Publishers|2096|Stephen Hawking|10/4/2005
Basic Books|2099|David Filkin/Stephen Hawking|10/9/1998
W. W. Norton  Company|2100|Stephen Hawking/Kip S. Thorne/Igor Novikov/Timothy Ferris/Alan Lightman/Richard     Price|6/17/2003
Avon|2102|John Boslough|6/1/1989
Princeton University Press|2103|Stephen Hawking/Roger Penrose|10/8/2000
ReganBooks|2104|Lawrence M. Krauss/Stephen Hawking|8/16/1996
Batsford|2107|Phillip Glasier|2/1/2006
Back Bay Books|2109|Timothy Ferris|6/30/1993
New American Library|2112|Ayn Rand/Robert Mayhew/Peter   Schwartz|2/1/2001
NAL|2113|Ayn Rand/Leonard Peikoff/David Harriman|8/1/1999
Signet Book|2122|Ayn Rand/Leonard Peikoff|9/1/1996
Grand Central Life & Style|2123|Nancy L. Mace/Peter V. Rabins|11/1/2006
William Morrow Paperbacks|2126|Jorge Cruise|10/18/2005
Broadway Books|2127|Thom Hartmann/Joseph Chilton Pearce/Neale Donald Walsch|4/27/2004
Picador USA|2136|Michael Cunningham|4/18/2006
Picador|2137|Michael Cunningham|7/1/2004
Little  Brown and Company|2140|Malcolm Gladwell|1/11/2005
Thomas Nelson|2142|Ted Dekker|10/11/2004
MTV Books|2144|Mark Hoppus/Anne Hoppus/Alex Gaskarth|10/2/2001
Gramercy Books|2151|Jane Austen/Hugh  Thomson|9/3/1995
G.P. Putnam's Sons|2152|Karen Joy Fowler|4/26/2005
Gramercy Books|2153|Jane Austen|6/1/1994
Oxford University Press  USA|2155|Jane Austen/Deirdre Le Faye|4/3/1997
Oxford University Press|2156|Jane Austen/James Kinsley/Anna Massey/Richard S. Hartmetz/Maurgaux Motin/Deidre Shauna Lynch|3/18/2004
Jones Books|2157|Kim Wilson/Tom Carpenter|9/3/2004
Simon  Schuster Audio|2166|Ernest Hemingway/Donald Sutherland|5/1/2006
Cliffs Notes|2167|Jeanne Sallade Criswell/Gary Carey|12/5/2000
Vintage|2176|Julian Barnes|11/27/1990
Penguin Books (Penguin Classics)|2178|Gustave Flaubert/Francis Steegmuller|3/30/1996
Oxford University Press|2179|Gustave Flaubert/Douglas Parmée|5/18/2000
Penguin Classics|2182|Gustave Flaubert/Roger Whitehouse/Geoffrey Wall|1/27/2005
Penguin Classics|2183|Gustave Flaubert/Robert Baldick/Geoffrey Wall|2/5/2004
University of Chicago Press|2186|Jean-Paul Sartre/Carol Cosman|1/26/1994
Picador USA|2187|Jeffrey Eugenides|9/16/2003
Simon & Schuster|2199|Doris Kearns Goodwin|9/26/2006
Simon & Schuster Paperbacks|2203|David McCullough|5/22/2001
Amadeus|2204|Thomas May/John   Adams|6/1/2006
Penguin Classics|2205|Abigail Adams/Frank Shuffelton|12/30/2003
W. W. Norton  Company|2209|Joseph J. Ellis|2/17/2001
Penguin Books|2211|John  Adams/John Patrick Diggins|6/29/2004
For Dummies|2218|Ruth Westheimer|12/28/2000
John Wiley & Sons|2219|Jennifer Watson|10/1/2006
Penguin|2222|David D. Burns|10/28/1999
Scribner|2226|Elisabeth Kübler-Ross|7/2/1997
Scribner|2227|Elisabeth Kübler-Ross|6/9/1997
McGraw-Hill Humanities/Social Sciences/Languages|2228|Lynne Ann DeSpelder/Albert Lee Strickland|2/6/2004
Simple Productions|2236|Mark Shepard|1/1/2002
Free Press|2249|Stephen R. Covey|9/15/1990
Simon  Schuster|2250|Stephen R. Covey|1/6/2004
Simon  Schuster|2253|Stephen R. Covey|3/21/1994
HJ Kramer|2255|Dan Millman|4/13/2006
HJ Kramer|2257|Dan Millman/Robert D. San Souci/T. Taylor Bruce|12/28/1992
Berkley Publishing Group|2265|Lance Armstrong/Sally Jenkins|9/1/2001
Da Capo Press|2267|John Wilcockson/Graham   Watson|6/15/2005
Simon  Schuster|2279|David McCullough|6/14/1993
Vintage|2281|Truman Capote/Reynolds Price|9/13/2005
Modern Library|2282|Truman Capote|1/13/1994
Ballantine Books|2283|Margaret Truman|10/31/2006
Fawcett|2285|Margaret Truman|9/30/2003
Vintage|2287|Truman Capote|2/1/1994
Random House Audio|2289|Truman Capote/Scott Brick|1/3/2006
Scribner|2296|Steven Johnson|9/10/2002
Grand Central Publishing|2299|Temple Grandin/Margaret M. Scariano|9/1/1996
Rutgers University Press|2304|Iris Fry|2/1/2000
Scribner|2305|Edith Wharton/Laszlo Kubinyi|10/10/1997
Library of America|2306|Edith Wharton/R.W.B. Lewis|5/12/1986
Library of America|2307|Edith Wharton/Maureen Howard|1/29/2001
Library of America|2309|Edith Wharton/Cynthia Griffin Wolff|4/1/1990
Dover Publications|2314|Edith Wharton|8/6/2002
Atheneum Books|2315|Zilpha Keatley Snyder/Alton Raible|1/1/1975
Dell Yearling|2319|Zilpha Keatley Snyder|5/1/1991
Three Rivers Press|2322|Douglas Adams/John Lloyd|4/19/2005
Phoenix Audio|2326|Douglas Adams|9/30/2005
Mariner Books|2327|J.R.R. Tolkien/Humphrey Carpenter/Christopher Tolkien|6/6/2000
Mariner Books|2329|J.R.R. Tolkien/Christopher Tolkien|9/1/2000
Houghton Mifflin Company|2330|Ruth S. Noel/J.R.R. Tolkien|5/28/1980
Mariner Books|2331|J.R.R. Tolkien|6/1/2005
Houghton Mifflin Harcourt|2333|J.R.R. Tolkien/Christina Scull/Wayne G. Hammond|11/15/1999
Penguin Books Australia Ltd.|2336|Bryce Courtenay|8/31/1998
Viking|2338|Bryce Courtenay|12/31/2002
Penguin Books Australia Ltd.|2343|Bryce Courtenay|8/31/2001
Oxford University Press|2348|E.V. Gordon/A.R. Taylor|7/23/1981
Routledge|2353|Sarah M.  Anderson/Karen Swenson|12/21/2002
Simon Schuster|2367|David McCullough|11/1/1992
Simon  Schuster|2368|David McCullough|5/12/1982
Simon & Schuster|2370|David McCullough|5/1/2001
Peter Smith Publisher|2371|David McCullough|1/1/1990
Simon  Schuster|2372|David McCullough|6/1/2004
Signet Book|2373|Jeffery Deaver|4/1/1998
Two Lions|2375|Paul Yee|1/1/2004
Punto de Lectura|2378|Jeffery Deaver|6/1/2003
Naxos Audiobooks|2386|Herman Melville/William Hootkins|9/1/2005
Candlewick Press|2388|Jan Needle/Patrick Benson/Herman Melville|9/12/2006
Penguin Audio|2389|Herman Melville/William Hootkins|6/16/2005
Barnes  Noble Classics|2390|Herman Melville/Carl F. Hovde|4/1/2003
Routledge|2400|Michael J. Davey/Duncan Wu|9/18/2003
Oxford University Press  USA|2404|Geraldine McCaughrean/Victor G. Ambrus/Herman Melville|4/16/1998
Inner City Books|2407|Edward F. Edinger|4/30/2004
Oxford University Press  USA|2409|Geraldine McCaughrean/Victor G. Ambrus/Herman Melville|4/3/1997
University of Illinois Press|2411|Julian Markels|7/1/1993
University Press of Kansas|2412|Elizabeth A. Schultz|10/20/1995
Jove Books|2423|Steve Martini|12/27/2005
Jove|2430|Steve Martini|12/1/1997
HarperTorch|2442|Terry Pratchett|7/30/2002
Modern Library|2443|Mark Twain/Grover Gardner|2/11/2003
Vacation Work Publications|2445|Susan  Griffith|1/1/2007
Bristol Classical Press|2452|Theocritus/Kenneth James Dover|6/1/1991
Harvard University Press|2473|Hesiod/Glenn W. Most|3/1/2007
W. W. Norton & Company|2486|Wole Soyinka/Simon Gikandi|11/5/2002
Penguin Books Ltd|2494|H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner|3/31/2005
Simon  Schuster|2495|H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard|7/1/2004
Hampton Roads Publishing Company|2499|Joseph McMoneagle|10/1/1998
Scholastic Paperbacks|2501|H.G. Wells/Melvin Burgess|3/1/2004
Orion Publishing|2504|H.G. Wells/John R. Hammond|5/1/2001
Modern Library|2506|H.G. Wells/Ursula K. Le Guin|7/13/2004
Penguin Classics|2508|H.G. Wells/Edward Mendelson/Patrick Parrinder|6/28/2005
Everyman's Library|2519|Umberto Eco|9/26/2006
Crossroad|2520|Henri J.M. Nouwen|10/1/1992
Broadway Books|2521|Timothy B. Tyson|5/3/2005
Mariner Books|2526|José Saramago/Giovanni Pontiero|10/4/1999
